t_abs,t_rel,stage,substage,cpu_pct,rss_mb,threads,gpu_util_pct,gpu_mem_mb
30907.016719,68.201231,Graph clustering,Final pass,1235.700,1700.277,75,18.000,8147.375
30907.217378,68.401889,Graph clustering,Final pass,1126.000,1700.277,75,16.000,8147.375
30907.418868,68.603380,Graph clustering,Final pass,1231.100,1700.277,75,12.000,8147.375
30907.619592,68.804103,Graph clustering,Final pass,1539.400,1700.277,75,17.000,8147.375
30907.820224,69.004736,Graph clustering,Final pass,1619.900,1700.277,75,19.000,8147.375
30908.021194,69.205705,Graph clustering,Final pass,552.300,1700.277,75,28.000,8147.375
30908.222154,69.406666,Graph clustering,Final pass,1313.300,1700.277,75,16.000,8147.375
30908.423090,69.607601,Graph clustering,Final pass,1443.700,1700.277,75,15.000,8147.375
30908.624077,69.808589,Graph clustering,Final pass,1875.700,1700.277,75,21.000,8147.375
30908.824794,70.009306,Graph clustering,Final pass,1016.400,1700.277,75,15.000,8147.375
30909.025494,70.210005,Graph clustering,Final pass,1225.700,1700.277,75,14.000,8147.375
30909.226181,70.410692,Graph clustering,Final pass,1499.900,1700.277,75,12.000,8147.375
30909.426849,70.611360,Graph clustering,Final pass,1638.500,1700.277,75,22.000,8147.375
30909.627650,70.812161,Graph clustering,Final pass,1260.800,1700.277,75,20.000,8147.375
30909.828331,71.012842,Graph clustering,Final pass,1116.200,1700.277,75,18.000,8147.375
30910.029016,71.213527,Graph clustering,Final pass,986.600,1704.387,75,4.000,8147.375
30910.230171,71.414683,Graph clustering,Final pass,1710.100,1704.387,75,21.000,8147.375
30910.430831,71.615343,Graph clustering,Final pass,1210.600,1704.387,75,23.000,8147.375
30910.631540,71.816051,Graph clustering,Final pass,1305.800,1704.387,75,20.000,8147.375
30910.832179,72.016690,Graph clustering,Final pass,1211.100,1705.934,75,0.000,8147.375
30911.032857,72.217368,Graph clustering,Final pass,1420.200,1705.934,75,21.000,8147.375
30911.233576,72.418087,Graph clustering,Final pass,1534.500,1705.934,75,20.000,8147.375
30911.434240,72.618751,Graph clustering,Final pass,1544.800,1705.934,75,20.000,8147.375
30911.634909,72.819420,Graph clustering,Final pass,1140.600,1705.934,75,20.000,8147.375
30911.835674,73.020185,Graph clustering,Final pass,1226.000,1705.934,75,14.000,8147.375
30912.036485,73.220997,Graph clustering,Final pass,1279.800,1705.934,75,14.000,8147.375
30912.132331,73.316842,Graph clustering,Final pass,2399.800,1706.191,75,14.000,8147.375
30912.133345,73.317856,Graph clustering,Merging,0.000,1706.191,75,14.000,8147.375
30912.237200,73.421712,Graph clustering,Merging,250.300,1706.191,75,16.000,8147.375
30912.437900,73.622411,Graph clustering,Merging,99.700,1706.688,75,0.000,8147.375
30912.638500,73.823011,Graph clustering,Merging,653.000,1707.375,75,2.000,8147.375
30912.839244,74.023755,Graph clustering,Merging,881.700,1707.375,75,4.000,8147.375
30913.040462,74.224973,Graph clustering,Merging,472.100,1707.375,75,4.000,8147.375
30913.215512,74.400023,Graph clustering,Merging,308.500,1706.824,75,4.000,8147.375
